status;history;amount;savings;employed;rate;personal;residence;property;age;housing;credits;job;persons;telephone;foreign;credit
4;3;1503;1;3;4;4;4;1;41;1;1;3;0;0;0;1
2;2;6078;1;4;2;3;2;3;32;2;1;3;0;0;0;1
2;2;2528;1;2;4;2;1;2;32;2;1;3;1;1;0;1
2;2;1037;2;4;3;3;4;1;39;2;1;2;0;0;0;1
1;2;1352;3;1;1;2;2;2;23;1;1;1;0;1;0;1
4;2;3181;1;2;4;2;4;2;26;2;1;3;0;1;0;1
4;2;4594;1;2;3;3;2;3;32;2;1;3;0;1;0;1
2;2;5381;5;1;3;3;4;4;40;3;1;1;0;1;0;1
4;2;4657;1;3;3;3;2;3;30;2;1;3;0;1;0;1
2;2;1391;1;3;2;4;1;1;27;2;1;3;0;1;0;1
2;2;1913;4;2;3;4;3;1;36;2;1;3;0;1;0;1
4;2;7166;5;4;2;4;4;2;29;1;1;3;0;1;0;1
4;2;1409;2;1;2;2;4;1;64;2;1;3;0;0;0;1
4;3;2978;5;3;4;3;4;1;32;2;2;3;1;1;0;1
4;4;976;5;5;4;3;4;3;35;2;2;3;0;0;0;1
4;3;2375;3;3;4;3;2;3;44;2;2;3;1;1;0;1
4;4;522;3;5;4;3;4;2;42;2;2;3;1;1;0;1
4;4;2743;1;5;4;3;2;3;29;2;2;3;0;0;0;1
4;4;1154;2;1;4;2;4;1;57;2;3;2;0;0;0;1
4;4;5804;4;3;4;3;2;1;27;2;2;3;0;0;0;1
4;4;1169;5;3;4;3;3;2;29;2;2;3;0;1;0;1
1;4;1478;1;5;4;3;4;3;44;2;2;3;1;1;0;1
4;2;776;1;3;4;4;2;1;28;2;1;3;0;0;0;1
2;4;1322;4;3;4;2;4;3;40;2;2;3;0;0;0;1
2;4;1175;1;1;2;3;3;3;68;3;3;1;0;1;0;1
4;2;2133;5;5;4;2;4;4;52;3;1;4;0;1;0;1
4;4;1829;1;5;4;3;4;3;46;2;2;3;0;1;0;1
4;4;717;1;5;4;3;4;1;52;2;3;3;0;0;0;1
2;3;11760;2;4;2;3;3;4;32;1;1;3;0;1;0;1
2;4;1501;1;5;2;2;3;3;34;2;2;4;0;1;0;0
1;2;1200;5;3;4;2;4;2;23;1;1;3;0;1;0;1
2;2;3195;5;3;1;2;2;1;33;2;1;2;0;0;0;1
4;4;4530;1;4;4;2;4;3;26;1;1;4;0;1;0;1
4;3;1555;4;5;4;3;4;4;55;3;2;3;1;0;0;0
2;4;2326;3;3;2;3;4;3;27;2;1;3;0;0;0;1
2;4;1887;5;3;4;4;4;1;28;2;2;3;0;0;0;1
4;4;1264;5;5;4;3;4;4;57;1;1;2;0;0;0;1
4;3;846;5;5;3;3;4;4;36;3;1;3;0;0;0;1
4;4;1532;2;3;4;2;3;3;31;2;1;3;0;0;0;1
4;3;935;1;3;3;2;2;1;24;2;1;3;0;0;0;1
1;4;2442;1;5;4;3;4;3;43;2;4;4;1;1;0;1
2;4;3590;1;1;3;4;3;3;40;2;3;1;1;1;0;1
4;4;2288;1;2;4;2;4;2;23;2;1;3;0;1;0;1
4;3;5117;1;4;3;3;4;3;26;2;2;3;0;0;0;1
1;4;14179;5;4;4;3;4;2;30;2;2;4;0;1;0;1
4;2;1386;5;3;4;4;2;1;40;1;1;3;0;1;0;1
4;4;618;1;5;4;3;4;1;56;2;1;3;0;0;0;1
4;2;1574;1;3;4;3;2;1;50;2;1;3;0;0;0;1
4;4;700;5;5;4;3;4;4;36;3;2;3;0;0;0;1
4;2;886;5;3;4;2;2;3;21;2;1;3;0;0;0;1
4;2;4686;1;3;2;3;2;4;32;3;1;4;0;1;0;1
2;2;790;3;3;4;2;3;1;66;2;1;2;0;0;0;1
2;2;766;3;3;4;3;3;1;66;2;1;2;0;0;0;0
1;2;2212;5;4;4;3;4;3;39;2;1;3;0;1;0;1
2;2;7308;1;1;2;3;4;4;70;3;1;4;0;1;0;1
2;4;5743;1;2;2;2;4;4;24;3;2;3;0;1;0;1
1;2;3973;1;1;1;3;4;4;22;3;1;3;0;0;0;1
2;3;7418;5;3;1;3;1;1;27;2;1;2;0;0;0;1
2;3;2629;1;3;2;3;3;3;29;2;2;3;0;1;0;1
2;2;1941;4;3;4;3;2;2;35;2;1;2;0;1;0;1
2;3;2333;5;2;4;3;2;2;29;2;1;2;0;0;0;1
4;2;2445;5;2;2;4;4;3;26;1;1;3;0;1;0;1
2;2;6468;5;1;1;1;4;1;60;2;1;4;0;1;0;1
2;4;7374;1;1;4;3;4;2;40;2;2;4;0;1;0;1
4;2;3812;2;2;1;2;4;3;23;2;1;3;0;1;0;1
1;2;4006;1;3;3;3;2;3;45;2;1;2;0;0;0;0
2;2;7472;5;1;1;2;2;1;24;1;1;1;0;0;0;1
3;2;1424;5;5;3;2;4;1;55;2;1;4;0;1;0;1
2;2;2028;5;3;4;3;2;3;30;2;1;3;0;0;0;1
4;2;5324;3;5;1;2;4;4;35;3;1;3;0;0;0;1
2;2;2323;1;4;4;3;4;3;24;1;1;3;0;0;0;1
4;2;1393;1;5;4;3;4;2;47;2;3;3;1;1;0;1
4;2;1984;1;3;4;3;4;4;47;3;2;3;0;0;0;1
4;2;999;5;5;4;3;2;3;25;2;2;3;0;0;0;1
4;2;7409;5;5;3;3;2;2;37;2;2;3;0;0;0;1
4;2;2186;5;4;1;2;4;1;33;1;1;2;0;0;0;1
3;2;4473;1;5;4;3;2;3;31;2;1;3;0;0;0;1
4;2;937;1;2;4;4;3;3;27;2;2;2;0;0;0;1
4;2;3422;1;5;4;3;4;2;47;2;3;3;1;1;0;1
4;2;3105;5;2;4;3;2;3;25;2;2;3;0;0;0;1
4;4;2748;1;5;2;2;4;4;57;3;3;2;0;0;0;1
2;2;3872;1;1;2;2;4;3;67;2;1;3;0;1;0;1
4;2;5190;5;5;4;3;4;2;48;2;4;3;1;1;0;1
2;2;3001;1;4;2;2;4;1;40;1;1;3;0;0;0;1
4;3;3863;1;3;1;3;2;4;32;3;1;3;0;0;0;1
4;4;5801;5;5;2;3;4;2;49;1;1;3;0;1;1;1
4;4;1592;4;4;3;2;2;2;35;2;1;3;0;0;0;1
4;4;1185;1;3;3;2;2;1;27;2;2;3;0;0;0;1
4;4;3780;1;2;3;1;2;3;35;2;2;4;0;1;0;1
2;4;3612;1;5;3;2;4;2;37;2;1;3;0;1;1;1
4;2;1076;1;3;2;4;2;1;26;2;1;3;0;1;0;1
4;2;3527;5;2;2;3;3;2;45;2;1;4;1;1;0;1
4;2;2051;1;2;4;3;1;1;33;2;1;3;0;0;0;1
4;4;3331;1;5;2;3;4;2;42;2;1;3;0;0;0;1
1;0;3104;1;4;3;3;1;2;31;2;1;3;0;1;0;1
4;4;2611;1;5;4;4;3;1;46;2;2;3;0;0;0;1
1;4;1409;1;5;4;3;3;1;54;2;1;3;0;0;0;1
4;2;1311;2;4;4;4;3;2;26;2;1;3;0;1;0;1
4;2;2108;1;4;2;4;2;1;29;1;1;3;0;0;0;1
4;4;4042;5;4;3;3;4;2;43;2;2;3;0;1;0;1
4;4;926;1;1;1;2;2;2;38;2;1;1;0;0;0;1
1;2;1680;3;5;3;4;1;1;35;2;1;3;0;0;0;1
4;2;1249;1;2;4;4;2;1;28;2;1;3;0;0;0;1
4;4;2463;2;4;4;4;3;2;27;2;2;3;0;1;0;1
4;2;1595;1;4;3;3;2;2;51;2;1;3;1;0;0;1
4;4;2058;1;3;4;1;2;1;33;2;2;3;0;1;0;1
4;2;7814;1;4;3;3;3;3;38;2;1;4;0;1;0;1
4;4;1740;1;5;2;4;2;1;30;1;2;3;0;0;0;1
4;4;1240;5;5;4;2;2;1;38;2;2;3;0;1;0;1
4;4;6842;5;3;2;3;4;2;46;2;2;4;1;1;0;1
4;4;5150;1;5;4;3;4;3;33;2;1;3;0;1;0;1
1;2;1203;2;5;3;3;2;2;43;2;1;3;0;1;0;1
4;4;2080;3;3;1;4;2;3;24;2;1;3;0;0;0;1
4;2;1538;1;2;1;2;2;4;56;2;1;3;0;0;0;1
2;4;3878;2;2;4;1;2;3;37;2;1;3;0;1;0;1
2;2;3832;1;2;2;4;1;2;22;2;1;3;0;0;0;1
4;2;3186;4;4;2;2;3;3;20;1;1;3;0;0;0;1
2;2;2896;2;2;2;3;1;3;29;2;1;3;0;0;0;1
2;3;6967;2;4;4;3;4;3;36;1;1;4;0;1;0;1
4;2;1819;1;3;4;3;4;4;37;3;1;3;0;1;0;0
4;2;5943;5;2;1;2;1;3;44;2;2;3;0;1;0;0
4;4;7127;1;2;2;2;4;2;23;1;2;3;0;1;0;0
4;2;3349;1;3;4;2;2;3;28;2;1;4;0;1;0;0
4;2;10974;1;1;4;2;2;3;26;2;2;4;0;1;0;0
4;2;518;1;3;3;2;1;1;29;2;1;3;0;0;0;1
4;2;1126;5;2;4;2;2;1;21;1;1;3;0;1;0;1
2;4;1860;1;1;4;3;2;3;34;2;2;4;0;1;0;1
4;4;9566;1;3;2;2;2;3;31;2;2;3;0;0;0;1
1;2;701;1;3;4;4;2;1;40;2;1;2;0;0;0;1
2;2;2930;1;4;2;2;1;1;27;2;1;3;0;0;0;1
4;2;1505;1;3;4;3;2;4;32;3;1;4;0;1;0;1
4;4;2238;1;3;2;2;1;3;25;2;2;3;0;0;0;1
4;4;1503;1;4;2;3;1;1;42;2;2;2;1;0;0;1
4;4;2197;5;4;4;3;4;3;43;2;2;3;1;1;0;1
3;2;1881;1;3;2;2;2;3;44;1;1;2;0;1;0;1
1;4;1880;1;4;4;4;1;2;32;2;2;4;0;1;0;1
1;2;2389;1;2;4;2;1;3;27;2;1;3;0;0;0;1
2;2;1967;1;5;4;2;4;3;20;2;1;3;0;1;0;1
4;4;3380;1;4;1;2;1;1;37;2;1;3;1;0;0;1
4;4;1455;1;4;2;3;1;1;42;2;3;2;1;0;0;1
4;4;730;5;5;4;3;2;2;46;1;2;2;0;1;0;1
2;0;3244;1;3;1;2;4;3;33;2;2;3;0;1;0;1
2;2;1670;1;2;4;2;2;3;22;2;1;3;0;1;0;0
2;2;3979;5;4;4;3;1;3;41;2;2;3;1;1;0;1
2;2;1922;1;3;4;3;2;2;37;2;1;2;0;0;0;0
2;4;1295;1;2;4;2;1;2;27;2;2;3;0;0;0;1
4;4;1544;1;4;2;3;1;1;42;2;3;2;1;0;0;1
2;2;907;1;2;3;4;2;1;26;2;1;3;0;1;0;1
2;2;1715;5;3;4;2;1;3;26;2;1;3;0;0;0;1
3;4;1347;5;4;4;3;2;2;27;2;2;3;0;1;0;1
2;2;1007;4;3;4;4;1;1;22;2;1;3;0;0;0;1
4;4;1402;3;4;3;2;4;3;37;1;1;3;0;1;0;1
2;2;2002;1;4;3;3;4;2;30;1;1;3;1;1;0;1
4;4;2096;1;4;2;3;3;1;49;2;1;2;1;0;0;1
4;2;1101;1;3;3;4;2;1;27;2;2;3;0;1;0;1
4;2;894;5;4;4;2;3;2;40;2;1;3;0;1;0;1
2;2;1577;4;2;4;2;1;1;20;2;1;3;0;0;0;1
4;3;2764;1;3;2;2;2;3;26;2;2;3;0;1;0;1
2;0;8358;3;2;1;2;1;3;30;2;2;3;0;0;0;1
3;2;1474;1;2;4;2;1;2;33;2;1;4;0;1;0;1
4;2;5433;5;1;2;2;4;2;26;1;1;4;0;1;0;1
2;2;1410;3;5;1;4;2;1;35;2;1;3;0;1;0;1
4;4;3485;5;2;2;1;4;1;44;2;2;3;0;1;0;1
4;4;3850;1;4;3;3;1;3;27;2;2;3;0;0;0;1
2;2;7408;2;2;4;2;2;2;24;2;1;4;0;0;0;0
3;2;1377;2;5;4;2;2;4;47;3;1;3;0;1;0;1
4;3;4272;2;3;2;3;2;2;26;2;2;2;0;0;0;1
2;3;1553;2;4;3;2;2;2;23;1;2;3;0;1;0;1
2;3;9857;2;4;1;3;3;2;31;2;2;2;1;1;0;1
4;4;362;2;3;4;2;4;3;52;2;2;2;0;0;0;1
4;4;1935;1;5;4;3;4;1;43;2;3;3;0;1;0;1
4;2;10222;5;4;4;3;3;3;37;2;1;3;0;1;0;1
3;2;1330;1;2;4;3;1;1;26;2;1;3;0;0;0;1
4;2;9055;5;3;2;3;4;4;35;3;1;2;1;1;0;1
2;2;7966;1;2;2;3;3;3;30;2;2;3;0;0;0;1
2;1;3496;4;3;4;3;2;3;34;2;1;3;1;1;0;1
2;2;6948;1;3;2;3;2;3;35;1;1;4;0;1;0;1
2;0;12204;5;3;2;3;2;3;48;2;1;4;0;1;0;1
1;2;3446;1;5;4;3;2;3;42;2;1;3;1;0;0;0
1;2;684;1;3;4;3;4;3;40;1;1;2;1;0;0;0
1;4;4281;3;3;1;2;4;3;23;2;2;3;0;0;0;0
1;2;7174;5;4;4;2;3;3;30;2;1;4;0;1;0;0
1;1;1546;1;4;4;3;4;3;24;1;1;2;0;0;0;0
1;2;2359;2;1;1;1;1;2;33;2;1;3;0;0;0;0
4;2;3621;2;5;2;3;4;3;31;2;2;3;0;0;0;0
1;2;741;2;1;4;2;3;2;22;2;1;3;0;0;0;0
1;2;7865;1;5;4;3;4;4;53;3;1;4;0;1;0;0
1;2;2910;1;4;2;3;1;4;34;3;1;4;0;1;0;1
1;4;5302;1;5;2;3;4;4;36;3;3;4;0;1;0;1
1;2;3620;1;3;1;3;2;2;37;2;1;3;1;0;0;1
1;2;3509;1;4;4;2;1;1;25;2;1;3;0;0;0;1
2;2;3017;1;2;3;2;1;1;34;1;1;4;0;0;0;1
1;2;1657;1;3;2;3;2;1;27;2;1;3;0;0;0;1
1;4;1164;1;5;3;3;4;4;51;3;2;4;1;1;0;1
1;4;6229;1;2;4;2;4;4;23;1;2;2;0;1;0;0
1;1;1193;1;1;1;2;4;4;29;1;2;1;0;0;0;0
1;0;4583;1;3;2;1;2;1;32;2;2;3;0;0;0;1
1;4;5371;1;3;3;3;2;2;28;2;2;3;0;0;0;1
1;2;708;1;3;2;3;3;2;38;2;1;2;1;0;0;1
1;4;571;1;5;4;3;4;1;65;2;2;3;0;0;0;1
1;2;2522;1;5;1;3;3;2;39;2;1;3;1;0;0;1
1;2;5179;1;4;4;3;2;2;29;2;1;3;0;0;0;0
1;2;8229;1;3;2;3;2;2;26;2;1;3;1;0;0;0
4;4;2028;1;4;2;3;2;2;30;2;2;2;0;0;0;1
1;2;1374;5;1;4;2;3;2;75;2;1;4;0;1;0;1
1;2;1289;1;3;4;3;1;2;21;2;1;2;0;0;0;1
1;2;2712;1;5;2;3;2;2;41;2;1;3;1;0;0;0
1;4;975;1;3;2;1;3;2;25;2;2;3;0;0;0;1
2;3;1050;1;1;4;3;1;2;35;2;2;4;0;1;1;1
1;4;609;1;4;4;2;3;2;37;2;2;3;0;0;0;1
1;2;4788;1;4;4;3;3;2;26;2;1;3;1;0;0;1
2;2;3069;2;5;4;3;4;4;30;3;1;3;0;0;0;1
2;2;836;2;2;4;2;2;2;23;2;1;2;0;0;0;0
1;2;2577;1;3;2;1;1;3;42;2;1;3;0;0;0;1
1;2;1620;1;3;2;2;3;2;30;2;1;3;0;0;0;1
1;2;1845;1;2;4;2;1;2;46;1;1;3;0;0;0;1
1;2;6579;1;1;4;3;2;4;29;3;1;4;0;1;0;1
1;2;1893;1;3;4;2;4;2;29;2;1;3;0;1;0;1
1;4;10623;1;5;3;3;4;4;38;3;3;4;1;1;0;1
1;2;2249;2;4;4;3;3;3;30;2;1;4;1;1;0;1
1;2;3108;1;2;2;1;4;2;31;2;1;2;0;0;0;0
2;4;958;1;4;2;3;3;1;47;2;2;2;1;0;0;1
4;2;9277;5;3;2;1;4;4;48;3;1;3;0;1;0;1
4;4;6314;1;1;4;3;2;4;27;2;2;4;0;1;0;1
1;4;1526;1;5;4;3;4;4;66;3;2;4;0;0;0;1
1;2;3590;1;3;2;3;2;2;29;2;1;2;1;0;0;1
1;4;6615;1;1;2;3;4;4;75;3;2;4;0;1;0;1
1;4;1872;1;1;4;3;4;4;36;3;3;4;0;1;0;1
4;2;2859;5;1;4;3;4;4;38;2;1;4;0;1;0;1
4;4;1582;4;5;4;3;4;3;46;2;2;3;0;0;0;1
4;2;1238;5;1;4;3;4;2;36;2;1;4;1;1;0;1
1;2;2578;1;1;3;2;4;4;55;3;1;4;0;0;0;1
1;4;1433;1;3;4;2;3;2;25;1;2;3;0;0;0;1
1;2;7882;1;4;2;3;4;2;45;3;1;3;1;0;0;1
1;2;4169;1;3;4;3;4;2;28;2;1;3;0;0;0;1
1;2;3959;1;1;4;3;3;2;30;2;1;4;0;1;0;1
1;2;3249;1;4;2;3;4;4;39;3;1;4;1;1;0;1
1;2;3149;1;2;4;3;1;4;22;3;1;3;0;0;0;1
1;4;2246;1;5;3;3;3;2;60;2;2;3;0;0;0;0
1;4;1797;1;2;3;3;1;2;28;2;2;2;0;0;0;1
1;4;4272;1;5;1;2;4;2;24;2;2;3;0;0;0;1
1;4;2957;1;5;4;3;4;2;63;2;2;3;0;1;0;1
1;4;2348;1;3;3;4;2;2;46;2;2;3;0;1;0;1
3;0;6289;1;2;2;1;1;2;33;2;2;3;0;0;0;1
1;4;6419;1;5;2;2;4;4;44;3;2;4;1;1;0;1
1;4;6143;1;5;4;2;4;4;58;3;2;2;0;0;0;0
4;4;1597;1;5;4;3;4;4;54;3;2;3;1;0;0;1
1;2;15857;1;1;2;1;3;3;43;2;1;4;0;0;0;1
4;4;2223;2;5;4;3;4;2;52;2;2;3;0;0;0;1
4;3;7238;5;5;3;3;3;3;32;2;2;3;1;0;0;1
2;3;2503;2;5;4;3;2;2;41;2;2;3;0;0;0;1
2;2;2622;2;3;4;3;4;3;34;2;1;3;0;0;0;1
2;2;4351;5;3;1;2;4;2;48;2;1;2;0;1;0;1
2;2;368;5;5;4;3;4;2;38;2;1;3;0;0;0;1
2;2;754;5;5;4;3;4;2;38;2;2;3;0;0;0;1
4;4;2424;5;5;4;3;4;2;53;2;2;3;0;0;0;1
2;3;6681;5;3;4;3;4;4;38;3;1;3;1;1;0;1
2;3;2427;5;5;4;3;2;2;42;2;2;3;0;0;0;1
2;4;1216;2;2;4;3;4;4;38;2;2;3;1;0;0;0
2;2;753;1;3;2;2;3;1;64;2;1;3;0;0;0;1
2;2;2576;1;3;2;3;2;1;35;2;1;3;0;0;1;1
2;2;590;1;2;3;4;3;1;26;2;1;2;0;0;1;1
2;2;1414;1;3;4;3;2;1;33;2;1;3;0;0;1;1
2;2;1103;1;4;4;3;3;1;29;2;2;3;0;0;0;1
2;3;585;1;3;4;4;4;1;20;1;2;3;0;0;0;1
2;2;1068;1;5;4;3;4;3;28;2;1;3;1;0;0;1
1;4;713;1;5;4;3;4;1;47;2;2;2;0;0;0;1
2;2;1092;1;3;4;2;4;1;49;2;2;3;0;1;0;1
2;2;2329;1;2;1;2;1;1;45;2;1;3;0;0;0;1
2;4;882;1;2;4;3;4;1;23;2;2;3;0;0;0;1
2;2;866;1;3;4;4;2;1;25;2;1;2;0;0;0;1
2;2;2415;1;3;3;3;2;1;34;2;1;3;0;0;0;1
2;2;2101;1;2;2;2;4;2;23;2;1;2;0;0;0;1
2;2;1301;1;5;4;4;2;1;32;2;1;2;0;0;0;1
2;2;1113;1;3;4;2;4;1;26;2;1;2;1;0;0;1
2;2;760;1;4;4;2;2;1;44;2;1;2;0;0;0;1
2;2;625;1;2;4;4;1;1;26;2;1;2;0;0;0;1
3;4;1323;2;5;2;1;4;3;28;2;2;3;1;1;0;1
1;4;1138;1;3;4;3;4;1;25;2;2;2;0;0;0;1
2;4;1795;1;5;3;2;4;1;48;1;2;2;0;1;0;1
2;4;2728;5;4;4;3;2;1;35;2;3;3;0;1;0;1
2;2;484;1;4;3;4;3;1;28;2;1;2;0;0;0;1
2;1;1048;1;3;4;3;4;1;23;2;1;2;0;0;0;1
2;2;1155;1;5;3;4;3;1;40;2;2;2;0;0;0;1
2;3;7057;5;4;3;3;4;2;36;1;2;4;1;1;0;1
2;4;1537;5;5;4;3;4;1;50;2;2;3;0;1;0;1
1;2;2214;1;3;4;3;3;2;24;2;1;2;0;0;0;1
4;4;1585;1;4;4;3;3;2;40;2;2;3;0;0;0;1
2;2;1521;1;3;4;1;2;3;31;2;1;2;0;0;0;1
2;1;3990;5;2;3;2;2;4;29;2;1;1;0;0;0;1
3;2;3049;1;2;1;2;1;2;45;2;1;2;0;0;0;1
1;2;1282;2;3;4;2;2;3;32;2;1;2;0;0;0;0
4;2;10144;2;4;2;2;4;1;21;2;1;3;0;1;0;1
1;2;1168;1;3;4;4;3;1;27;2;1;2;0;0;0;1
2;2;454;1;2;3;4;1;2;22;2;1;2;0;0;0;1
4;3;3594;1;2;1;2;2;2;46;2;2;2;0;0;0;1
4;2;1768;1;3;3;3;2;1;24;1;1;2;0;0;0;1
4;3;15653;1;4;2;3;4;3;21;2;2;3;0;1;0;1
3;3;2247;1;3;2;2;2;3;36;2;2;3;0;1;0;1
4;2;1413;1;3;4;4;2;2;28;2;1;3;0;0;0;1
2;4;4576;2;1;3;3;4;3;27;2;1;3;0;0;0;1
1;4;1231;4;5;4;2;4;2;57;1;2;4;0;1;0;1
1;2;8335;5;5;3;3;4;4;47;3;1;3;0;0;0;0
2;4;5800;1;3;3;3;4;3;34;2;2;3;0;1;0;1
1;3;8471;5;3;1;2;2;3;23;1;2;3;0;1;0;1
1;2;3622;4;5;4;2;4;2;57;1;2;3;0;1;0;1
1;4;1169;5;5;4;3;4;1;67;2;2;3;0;1;0;1
4;2;1262;3;4;4;3;3;2;36;2;2;3;0;1;0;1
3;4;3617;5;5;4;3;4;4;20;1;2;3;0;0;0;1
2;4;2181;5;5;4;3;4;1;36;2;2;3;0;0;0;1
1;1;7685;1;4;2;2;4;3;37;1;1;3;0;0;0;0
4;4;6110;1;3;1;3;3;4;31;3;1;3;0;1;0;1
4;2;3757;1;5;4;2;4;4;62;3;1;3;0;1;0;1
1;4;3394;1;1;4;3;4;3;65;2;2;1;0;0;0;1
4;4;6304;5;5;4;3;4;1;36;2;2;3;0;0;0;1
4;4;1244;5;5;4;2;4;2;41;1;2;2;0;0;0;1
4;2;3518;1;3;2;3;3;2;26;1;1;3;0;0;0;1
4;0;2613;1;3;4;3;2;3;27;2;2;3;0;0;0;1
1;2;7476;1;4;4;3;1;4;50;3;1;4;0;1;0;1
4;2;4591;4;3;2;3;3;2;54;2;3;4;0;1;0;0
2;2;1924;5;2;4;2;3;1;27;1;1;3;0;0;0;0
2;2;5595;2;3;2;4;2;3;24;2;1;3;0;0;0;0
2;3;6224;1;5;4;3;4;4;50;3;1;3;0;0;0;0
3;2;1905;1;5;4;3;4;3;40;1;1;4;0;1;0;1
4;3;2993;1;3;3;3;2;1;28;2;2;2;0;0;0;1
4;3;8947;5;4;3;3;2;3;31;2;1;4;1;1;0;1
1;2;4020;1;3;2;3;2;3;27;2;1;3;0;0;0;1
2;2;2779;1;3;1;4;3;3;21;1;1;3;0;1;0;1
4;2;2782;3;4;1;2;2;3;31;2;1;4;0;0;0;1
4;2;1884;1;5;4;3;4;3;39;2;1;4;0;1;0;1
4;4;11054;5;3;4;3;2;3;30;2;1;4;0;1;0;1
2;3;9157;5;3;2;3;2;4;27;3;1;4;0;0;0;1
2;1;9283;1;1;1;3;2;4;55;3;1;4;0;1;0;1
4;2;6527;5;3;4;3;4;4;34;3;1;3;1;1;0;1
4;4;3368;4;5;3;3;4;4;23;1;2;3;0;1;0;1
1;2;2511;1;1;1;2;4;3;23;1;1;3;0;0;0;1
1;2;5493;1;5;2;3;4;4;42;3;1;3;1;0;0;1
4;2;1338;3;3;1;1;4;1;62;2;1;3;0;0;0;1
2;2;1082;1;5;4;3;4;3;37;2;2;2;0;0;0;1
4;4;1149;4;3;4;3;3;1;46;2;2;3;0;0;0;1
2;2;1308;1;5;4;3;4;3;38;2;2;2;0;0;0;1
2;0;6148;2;5;3;4;4;3;31;2;2;3;0;1;0;1
4;2;1736;1;4;3;2;4;1;31;2;1;2;0;0;0;1
4;2;3059;4;4;2;1;4;1;61;2;1;2;0;0;0;1
1;2;2996;5;3;2;4;4;3;20;2;1;3;0;0;0;0
4;4;7596;5;5;1;3;4;3;63;2;2;3;0;0;0;1
4;2;4811;5;4;2;2;4;2;24;1;1;2;0;0;0;1
4;2;1766;1;3;1;4;2;2;21;1;1;3;0;0;0;1
2;2;2760;5;5;4;3;4;4;36;3;1;3;0;1;0;1
4;4;5507;1;5;3;3;4;4;44;3;2;3;0;0;0;1
2;2;1199;1;4;4;2;4;2;67;2;2;4;0;1;0;1
3;2;2892;1;5;3;1;4;4;51;3;1;3;0;0;0;1
2;3;2862;2;5;4;3;3;4;30;3;1;3;0;0;0;1
1;2;654;1;3;4;3;3;3;28;2;1;2;0;0;0;0
2;4;1136;4;5;4;3;3;4;32;3;2;3;1;0;0;0
2;2;4113;3;2;3;2;4;3;28;1;1;3;0;0;0;0
2;2;14555;5;1;1;3;2;2;23;2;1;1;0;1;0;0
1;0;950;1;5;4;3;3;3;33;1;2;3;1;0;0;0
1;4;1199;1;5;4;3;4;3;60;2;2;2;0;0;0;0
1;0;1082;1;3;4;3;4;3;48;2;2;3;0;0;0;0
2;2;2150;1;3;4;2;2;4;24;2;1;3;0;0;0;0
2;4;2820;1;2;4;1;4;3;27;2;2;3;0;0;0;0
2;2;3060;1;4;4;3;4;1;28;2;2;3;0;0;0;0
1;2;2600;1;3;4;3;4;4;65;3;2;3;0;0;0;0
4;0;5003;5;3;1;2;4;2;29;2;2;3;0;1;0;0
2;2;6288;1;3;4;3;4;4;42;3;1;3;0;0;0;0
4;3;2538;1;5;4;3;4;3;47;2;2;2;1;0;0;0
4;2;1478;1;4;4;3;2;3;22;2;1;3;0;0;0;0
2;4;4933;1;4;2;3;2;1;25;2;2;3;0;0;0;0
4;4;1530;1;3;3;3;2;2;32;2;2;3;0;0;0;0
2;1;1437;2;4;2;3;3;4;29;2;1;3;0;0;0;0
1;2;1275;5;3;4;2;2;3;24;1;1;3;0;0;0;0
1;2;1823;1;1;4;3;2;3;30;2;1;4;1;0;0;0
1;2;1422;1;2;3;3;2;4;27;3;1;4;0;1;0;0
1;2;1217;1;3;4;4;3;1;47;2;1;2;0;1;0;0
1;2;9271;1;4;2;3;1;3;24;2;1;3;0;1;0;0
1;3;2145;1;4;2;3;1;3;24;2;2;3;0;1;0;0
1;2;1842;1;2;4;2;4;3;34;2;1;3;0;1;0;0
2;3;4297;1;5;4;1;3;4;40;2;1;4;0;1;0;0
1;4;3384;1;3;1;1;4;1;44;1;1;4;0;1;0;0
2;4;1245;1;3;4;4;2;3;33;2;1;3;0;0;0;0
4;2;4623;2;3;3;3;2;2;40;2;1;4;0;1;0;0
2;4;8386;1;4;2;3;2;2;49;2;1;3;0;0;0;0
1;3;1024;1;2;4;4;4;1;48;2;1;3;0;0;0;0
2;2;14318;1;5;4;3;2;4;57;3;1;4;0;1;0;0
2;1;433;4;2;4;2;2;2;24;1;1;3;1;0;0;0
1;1;2149;1;3;4;1;1;4;29;3;1;3;0;0;0;0
4;2;2397;3;5;3;3;2;3;35;2;2;3;0;1;0;0
2;1;931;2;2;1;2;1;2;32;2;1;2;0;0;0;0
2;3;1512;4;3;3;4;3;2;61;2;2;3;0;0;0;0
2;0;4241;1;3;1;3;4;1;36;2;3;2;0;1;0;0
2;4;4736;1;2;2;2;4;3;25;2;1;2;0;0;0;0
2;0;1778;1;2;2;2;1;1;26;1;2;1;0;0;0;0
3;2;2327;1;2;2;2;3;1;25;2;1;2;0;0;0;0
1;1;6872;1;2;2;1;1;2;55;2;1;3;0;1;0;0
1;2;795;1;2;4;2;4;2;53;2;1;3;0;0;0;0
3;3;1908;1;5;4;3;4;1;66;2;1;4;0;1;0;0
2;0;1953;1;5;4;3;4;4;61;3;1;4;0;1;0;0
3;2;2864;1;3;2;3;1;1;34;2;1;2;1;0;0;0
